type,category,item_id,item_name_en,item_description_en,item_name_fr,item_description_fr
animals,Creatures,Animal_Pigeon_B,Rainbow Pigeon,This breed of pigeon is well known for its vivid feathers. They live mainly in the northern forests and grasslands of Hyrule. They're most fond of nuts and grain but won't pass up the occasional insect or earthworm if offered. Their meat is of a higher quality than a typical wood pigeon's.,Pigeon arc-en-ciel,"Ce cousin du pigeon commun possède un plumage très coloré. En Hyrule, on le trouve principalement dans les forêts et prairies du nord. Il est très friand de fruits et de graines mais se nourrit également d'insectes et de vers de terre. On dit que sa chair est plus raffinée que celle du pigeon commun."
animals,Creatures,Animal_Ptarmigan_B,Hotfeather Pigeon,"This rare breed of pigeon lives near Death Mountain. Their fireproof feathers are valuable as clothing material. They usually prefer blazing-hot environments, but lately they've been spotted flying high in the sky where the air is cooler.",Pigeon flamboyant,"Ce pigeon rare vit aux abords de la montagne de la Mort. Son plumage très résistant au feu est utilisé dans la confection de vêtements. S'il apprécie les environnements à la chaleur brûlante, depuis peu, on l'aperçoit également voler dans des cieux à la température basse."
animals,Creatures,Animal_Ptarmigan_A,White Pigeon,"This white-feathered breed of pigeon lives in the Hebra region. It's said that a wood pigeon survived atop a snowy mountain by changing its feathers to blend in with the snow and soon after became a white pigeon. They have an extra layer of fat to guard against the cold, so they have been known to yield high-quality meat.",Pigeon immaculé,"Un pigeon blanc qui vit dans la région d'Hébra. On raconte que parmi les pigeons communs, seuls les individus au plumage blanc ont survécu par homochromie dans les montagnes enneigées, engendrant par la suite la race des pigeons immaculés. Pour supporter le froid, ce pigeon emmagasine de la graisse, ce qui rend sa viande des plus délicates."
animals,Creatures,Animal_SkyPigeon_A,Accented Pigeon,"The original variety of wood pigeon, these small birds once were seen all around Hyrule but are quite rare these days. Their color often serves as camouflage.",Pigeon rustique,"Ce petit oiseau est l'ancêtre du pigeon commun. Autrefois très présent dans toutes les contrées d'Hyrule, il est rarement observé de nos jours. Les plumes de son col lui permettent de se camoufler dans les buissons de même couleur."
animals,Creatures,Animal_Crow_A,Mountain Crow,"This bird is known for its cleverness and for its distinct claws. They make their homes in mountains, forests, and villages alike. Not only are their jet-black feathers seen as an ill omen, but they'll steal the crops right out of a farmer's hands if given the chance. Because of this, they're often met with enmity.",Corbeau des montagnes,Cet oiseau très intelligent possède un croassement caractéristique. Il vit non seulement dans les montagnes mais aussi dans les forêts et près des habitations. Il lui arrive de ravager les champs laissés sans surveillance. Son plumage noir considéré comme un mauvais présage lui attire aussi une certaine aversion.
animals,Creatures,Animal_WildDuck_A,Bright-Chested Duck,"These birds can be found on waterfronts all over Hyrule. Their webbed feet make them excellent swimmers, and their long necks allow them to duck their heads underwater to find food. Their fatty meat is high quality.",Canard à taches blanches,"Cet oiseau vit sur les points d'eau partout en Hyrule. Ses pattes palmées en font un excellent nageur. On peut l'apercevoir à la surface des rivières et des lacs en train de lisser ses plumes, ou plongeant la tête sous l'eau pour attraper de la nourriture. Sa chair est grasse et de bonne qualité."
animals,Creatures,Animal_Heron_A,Blue-Winged Heron,These birds live on waterfronts all throughout Hyrule. Their characteristically thin legs and long necks help them catch water-dwelling fish or frogs for food. They lie perfectly still in wait for their prey and then stretch out their long necks to capture their meal.,Aigrette à ailes bleues,"On peut apercevoir cet oiseau dans toute Hyrule, près des points d'eau. L'Aigrette à ailes bleues est reconnaissable à ses pattes fines et à son long cou. Elle se nourrit entre autres de poissons et de grenouilles. Elle attend immobile que ses proies approchent avant de plonger la tête dans l'eau pour les capturer."
animals,Creatures,Animal_Heron_B,Pink Heron,"This breed of heron is characterized by the pink tips of its feathers. Unlike its waterfront-dwelling relative the blue-winged heron, these live in grasslands or arid regions and subsist on insects that live in the grass. They can often be found walking about searching for food but will fly away if they sense danger.",Aigrette rose,"Un oiseau dont la tête et le bout des ailes sont d'une belle couleur rose. Contrairement à l'aigrette à ailes bleues qui vit au bord de l'eau, l'aigrette rose vit dans les prairies et les régions arides. Elle se nourrit des insectes qui se cachent dans l'ombre des rochers ou dans les touffes d'herbe. Elle passe beaucoup de temps à marcher en quête de nourriture mais s'envole dès qu'elle sent le danger."
animals,Creatures,Animal_Hawk_A,Islander Hawk,These carnivorous birds live in plains or highlands. They use their sharp talons and beaks to catch and eat small animals and other birds. They soar calmly through the sky and search for prey from above.,Faucon à queue rayée,"Cet oiseau carnivore vit dans les plaines et sur les plateaux. Grâce à ses serres et à son bec acérés, il capture d'autres oiseaux et de petits animaux pour se nourrir. Il vole toujours calmement en haute altitude à la recherche de proies au sol."
animals,Creatures,Animal_Gull_A,Seagull,"These birds live near the ocean. They eat mainly fish, so a flock of seagulls hovering over water is a good indication of where there are fish. Fishermen use this to their advantage when searching for a catch of their own.",Mouette marine,"Cet oiseau vit à proximité de la mer. Comme elle est principalement piscivore, on la voit souvent voler au-dessus des bancs de poissons, ce qui est très utile aux pêcheurs."
animals,Creatures,Animal_SkyGull_A,Cloud Seagull,"This seagull subspecies dwells mostly at high altitudes and is rarely seen on the surface, although one can occasionally be glimpsed through the clouds. They excel at catching updrafts and gliding around the sky, rarely flapping their wings.",Mouette nébuleuse,"Cette sous-espèce de la mouette marine n'évolue qu'à très haute altitude. S'il arrive qu'on l'aperçoive depuis la terre ferme, ce n'est que lorsqu'elle apparaît furtivement entre deux nuages. Très habile dans les airs, cette mouette plane avec aisance et maîtrise les courants ascendants comme nulle autre."
animals,Creatures,Animal_Cassowary_A,Eldin Ostrich,"This large bird makes its home in the volcanic region of Eldin. Their heat-resistant feathers and skin are evolutionary traits produced by the harsh environment. Their wings are too small to facilitate flight, but their long legs make them pretty speedy runners.",Autruche d'Ordinn,"Cet oiseau de grande taille vit dans les régions volcaniques d'Ordinn. Ayant évolué pour s'adapter à l'environnement hostile des volcans, l'autruche d'Ordinn possède des plumes et une peau offrant une grande résistance au feu. Ses petites ailes ne lui permettent pas de voler, mais elle peut courir très vite grâce à ses longues pattes."
animals,Creatures,Animal_SkyCassowary_A,Forest Ostrich,Flightless birds that are thought to have roamed all over Hyrule back when it had more grasslands. They resist cold but don't do well in hot climates because of their thick body covering. They're very alert and often turn their attention from the grass to look around.,Autruche sylvestre,"Autrefois largement présent dans toutes les contrées d'Hyrule encore verdoyantes, ce grand oiseau ne vole pas. Le long duvet qui l'habille le protège du froid, mais la chaleur lui est insupportable. Très craintif, il surveille constamment les alentours depuis le couvert des hautes herbes."
animals,Creatures,Animal_Kokko_A,Cucco,"Villages often raise these birds for their eggs, but some people actually keep them as pets. They can't fly but can flap their wings mighty furiously if picked up. They're usually calm creatures, but if you're persistent in your torment of them... Well...",Cocotte,"Cet oiseau est élevé dans les villages pour ses œufs et parfois même en tant qu'animal de compagnie. D'ordinaire, elle ne vole pas, mais lorsqu'on la soulève, la surprise lui fait battre des ailes frénétiquement. Elle est de nature docile et craintive, mais il vaut mieux éviter de l'attaquer avec trop d'insistance..."
animals,Creatures,Item_FishGet_A,Hyrule Bass,"An ordinary fish that hasn't changed for ages. It can be eaten raw, but cooking it amplifies its healing benefits.",Perche d'Hyrule,"Ce poisson commun n'a pas évolué depuis des temps très anciens. Vous pouvez le manger cru, ou le cuisiner pour amplifier les capacités régénératrices de vos préparations."
animals,Creatures,Item_FishGet_A,Hyrule Bass,"An ordinary fish that hasn't changed for ages. It can be eaten raw, but cooking it amplifies its healing benefits.",Perche d'Hyrule,"Ce poisson commun n'a pas évolué depuis des temps très anciens. Vous pouvez le manger cru, ou le cuisiner pour amplifier les capacités régénératrices de vos préparations."
animals,Creatures,Item_FishGet_B,Hearty Bass,"This large fish lives near the water's edge. Its sizable body can store a lot of nutrients. When used in cooking, it'll restore all your hearts and increase your maximum hearts.",Perche max,"Ce grand poisson riche en nutriments aime vivre près des berges. Si vous le consommez dans une préparation, il vous rendra plus que le nombre maximum de cœurs."
animals,Creatures,Item_FishGet_B,Hearty Bass,"This large fish lives near the water's edge. Its sizable body can store a lot of nutrients. When used in cooking, it'll restore all your hearts and increase your maximum hearts.",Perche max,"Ce grand poisson riche en nutriments aime vivre près des berges. Si vous le consommez dans une préparation, il vous rendra plus que le nombre maximum de cœurs."
